applied voltage (volts)	measured current (nanoamps)	measured temperature (deg C)
-4.000000E+0	3.474989E+3
-3.950000E+0	-5.238607E+2
-3.900000E+0	-1.134136E+3
-3.850000E+0	2.297211E+3
-3.800000E+0	7.542563E+2
-3.750000E+0	-2.127679E+3
-3.700000E+0	-1.856265E+3
-3.650000E+0	-2.326717E+3
-3.600000E+0	-2.366195E+3
-3.550000E+0	-8.100796E+2
-3.500000E+0	-7.837626E+2
-3.450000E+0	-4.810583E+3
-3.400000E+0	1.834625E+2
-3.350000E+0	1.413881E+3
-3.300000E+0	-2.030627E+3
-3.250000E+0	-1.727962E+3
-3.200000E+0	1.861294E+3
-3.150000E+0	7.324343E+1
-3.100000E+0	-2.886472E+2
-3.050000E+0	-2.255999E+3
-3.000000E+0	1.399059E+3
-2.950000E+0	-3.604851E+3
-2.900000E+0	3.018858E+2
-2.850000E+0	-2.984709E+3
-2.800000E+0	-2.265868E+3
-2.750000E+0	-1.760871E+3
-2.700000E+0	-1.431883E+3
-2.650000E+0	-1.455384E+2
-2.600000E+0	-1.672044E+3
-2.550000E+0	-5.238747E+2
-2.500000E+0	-7.952907E+2
-2.450000E+0	-4.959118E+2
-2.400000E+0	-5.107168E+2
-2.350000E+0	-2.325086E+3
-2.300000E+0	2.037298E+3
-2.250000E+0	-4.399834E+2
-2.200000E+0	-1.216395E+3
-2.150000E+0	-7.048191E+2
-2.100000E+0	-7.722616E+2
-2.050000E+0	-1.061770E+3
-2.000000E+0	3.940038E+2
-1.950000E+0	-3.154135E+3
-1.900000E+0	7.652920E+1
-1.850000E+0	-1.912205E+3
-1.800000E+0	-2.283963E+3
-1.750000E+0	-1.908915E+3
-1.700000E+0	-2.968258E+3
-1.650000E+0	-6.564099E+3
-1.600000E+0	-9.466249E+2
-1.550000E+0	-1.994453E+3
-1.500000E+0	-3.469965E+3
-1.450000E+0	-2.816922E+3
-1.400000E+0	1.028492E+2
-1.350000E+0	-4.759599E+3
-1.300000E+0	-3.374558E+3
-1.250000E+0	-1.012422E+3
-1.200000E+0	-4.235344E+2
-1.150000E+0	-1.602957E+3
-1.100000E+0	-2.374435E+3
-1.050000E+0	-5.179058E+3
-1.000000E+0	3.594594E+2
-9.500000E-1	-4.294081E+3
-9.000000E-1	-2.078345E+3
-8.500000E-1	-8.133867E+2
-8.000000E-1	-2.052027E+3
-7.500000E-1	7.048947E+2
-7.000000E-1	-9.910393E+2
-6.500000E-1	-2.325086E+3
-6.000000E-1	-8.397036E+2
-5.500000E-1	-3.025832E+3
-5.000000E-1	-1.012423E+3
-4.500000E-1	5.354664E+2
-4.000000E-1	-4.363168E+3
-3.500000E-1	-2.106310E+3
-3.000000E-1	-8.824735E+2
-2.500000E-1	8.545853E+2
-2.000000E-1	-1.649014E+3
-1.500000E-1	5.337050E+3
-1.000000E-1	1.474727E+3
-5.000000E-2	8.740435E+3
-5.842549E-15	1.049394E+4
5.000000E-2	9.656669E+3
1.000000E-1	1.654568E+4
1.500000E-1	1.369006E+4
2.000000E-1	1.752607E+4
2.500000E-1	2.314190E+4
3.000000E-1	2.278165E+4
3.500000E-1	2.464537E+4
4.000000E-1	3.174988E+4
4.500000E-1	3.076291E+4
5.000000E-1	3.638367E+4
5.500000E-1	3.741834E+4
6.000000E-1	3.849578E+4
6.500000E-1	4.439618E+4
7.000000E-1	4.443237E+4
7.500000E-1	4.612337E+4
8.000000E-1	5.083119E+4
8.500000E-1	5.534985E+4
9.000000E-1	5.730404E+4
9.500000E-1	5.854926E+4
1.000000E+0	6.216978E+4
1.050000E+0	6.533629E+4
1.100000E+0	6.961478E+4
1.150000E+0	7.004575E+4
1.200000E+0	7.483747E+4
1.250000E+0	7.802043E+4
1.300000E+0	8.083492E+4
1.350000E+0	8.299802E+4
1.400000E+0	8.804470E+4
1.450000E+0	8.983769E+4
1.500000E+0	9.605227E+4
1.550000E+0	9.649970E+4
1.600000E+0	9.726789E+4
1.650000E+0	1.026107E+5
1.700000E+0	1.031255E+5
1.750000E+0	1.061999E+5
1.800000E+0	1.089881E+5
1.850000E+0	1.129804E+5
1.900000E+0	1.162818E+5
1.950000E+0	1.186439E+5
2.000000E+0	1.204468E+5
2.050000E+0	1.235754E+5
2.100000E+0	1.278950E+5
2.150000E+0	1.280135E+5
2.200000E+0	1.309875E+5
2.250000E+0	1.361740E+5
2.300000E+0	1.390478E+5
2.350000E+0	1.382450E+5
2.400000E+0	1.423755E+5
2.450000E+0	1.429002E+5
2.500000E+0	1.433032E+5
2.550000E+0	1.468958E+5
2.600000E+0	1.485440E+5
2.650000E+0	1.503847E+5
2.700000E+0	1.541829E+5
2.750000E+0	1.537864E+5
2.800000E+0	1.580172E+5
2.850000E+0	1.562193E+5
2.900000E+0	1.576010E+5
2.950000E+0	1.587591E+5
3.000000E+0	1.636347E+5
3.050000E+0	1.664360E+5
3.100000E+0	1.636939E+5
3.150000E+0	1.662765E+5
3.200000E+0	1.693393E+5
3.250000E+0	1.671236E+5
3.300000E+0	1.721999E+5
3.350000E+0	1.726868E+5
3.400000E+0	1.729500E+5
3.450000E+0	1.749470E+5
3.500000E+0	1.788685E+5
3.550000E+0	1.772120E+5
3.600000E+0	1.814527E+5
3.650000E+0	1.812208E+5
3.700000E+0	1.780477E+5
3.750000E+0	1.818771E+5
3.800000E+0	1.849827E+5
3.850000E+0	1.820449E+5
3.900000E+0	1.869402E+5
3.950000E+0	1.842228E+5
4.000000E+0	1.865125E+5
4.050000E+0	1.884256E+5
4.100000E+0	1.880752E+5
4.150000E+0	1.870685E+5
4.200000E+0	1.872495E+5
4.250000E+0	1.903255E+5
4.300000E+0	1.879436E+5
4.350000E+0	1.928406E+5
4.400000E+0	1.952735E+5
4.450000E+0	1.947159E+5
4.500000E+0	1.927650E+5
4.550000E+0	1.982475E+5
4.600000E+0	1.970056E+5
4.650000E+0	1.967589E+5
4.700000E+0	1.984301E+5
4.750000E+0	1.999254E+5
4.800000E+0	1.986292E+5
4.850000E+0	2.038288E+5
4.900000E+0	2.013877E+5
4.950000E+0	2.018023E+5
5.000000E+0	2.008975E+5
5.050000E+0	2.030574E+5
5.100000E+0	2.026560E+5
5.150000E+0	2.051629E+5
5.200000E+0	2.076418E+5
5.250000E+0	2.064903E+5
5.300000E+0	2.067700E+5
5.350000E+0	2.095088E+5
5.400000E+0	2.080432E+5
5.450000E+0	2.103757E+5
5.500000E+0	2.097457E+5
5.550000E+0	2.068078E+5
5.600000E+0	2.122115E+5
5.650000E+0	2.112212E+5
5.700000E+0	2.111521E+5
5.750000E+0	2.130142E+5
5.800000E+0	2.128579E+5
5.850000E+0	2.164406E+5
5.900000E+0	2.161017E+5
5.950000E+0	2.151427E+5
6.000000E+0	2.158764E+5
6.050000E+0	2.144107E+5
6.100000E+0	2.173404E+5
6.150000E+0	2.207701E+5
6.200000E+0	2.199345E+5
6.250000E+0	2.179342E+5
6.300000E+0	2.205201E+5
6.350000E+0	2.191070E+5
6.400000E+0	2.184836E+5
6.450000E+0	2.237376E+5
6.500000E+0	2.241159E+5
6.550000E+0	2.223361E+5
6.600000E+0	2.214988E+5
6.650000E+0	2.263695E+5
6.700000E+0	2.225680E+5
6.750000E+0	2.230401E+5
6.800000E+0	2.230253E+5
6.850000E+0	2.236356E+5
6.900000E+0	2.283006E+5
6.950000E+0	2.275982E+5
7.000000E+0	2.249828E+5
7.050000E+0	2.307269E+5
7.100000E+0	2.278516E+5
7.150000E+0	2.288221E+5
7.200000E+0	2.314902E+5
7.250000E+0	2.260388E+5
7.300000E+0	2.281476E+5
7.350000E+0	2.309671E+5
7.400000E+0	2.301775E+5
7.450000E+0	2.320955E+5
7.500000E+0	2.301002E+5
7.550000E+0	2.301380E+5
7.600000E+0	2.364414E+5
7.650000E+0	2.315329E+5
7.700000E+0	2.356453E+5
7.750000E+0	2.366339E+5
7.800000E+0	2.325347E+5
7.850000E+0	2.360647E+5
7.900000E+0	2.352176E+5
7.950000E+0	2.330117E+5
8.000000E+0	2.361552E+5
