Channel,Count,Energy (keV)
4011,161,99.7545382794001
4012,161,100.05603788476697
4013,156,100.35753749013406
4014,149,100.65903709550093
4015,145,100.96053670086803
4016,142,101.26203630623513
4017,163,101.563535911602
4018,162,101.8650355169691
4019,147,102.16653512233597
4020,166,102.46803472770307
4021,168,102.76953433307017
4022,159,103.07103393843704
4023,170,103.37253354380414
4024,157,103.67403314917101
4025,144,103.97553275453811
4026,169,104.2770323599052
4027,132,104.57853196527208
4028,132,104.88003157063918
4029,140,105.18153117600605
4030,154,105.48303078137315
4031,171,105.78453038674024
4032,151,106.08602999210711
4033,182,106.38752959747421
4034,145,106.68902920284108
4035,127,106.99052880820818
4036,147,107.29202841357528
4037,141,107.59352801894215
4038,180,107.89502762430925
4039,148,108.19652722967612
4040,131,108.49802683504322
4041,122,108.79952644041032
4042,125,109.10102604577719
4043,144,109.40252565114429
4044,153,109.70402525651139
4045,143,110.00552486187826
4046,148,110.30702446724536
4047,137,110.60852407261223
4048,151,110.91002367797932
4049,134,111.21152328334642
4050,146,111.5130228887133
4051,127,111.81452249408039
4052,151,112.11602209944726
4053,136,112.41752170481436
4054,129,112.71902131018146
4055,173,113.02052091554833
4056,166,113.32202052091543
4057,159,113.6235201262823
4058,118,113.9250197316494
4059,138,114.2265193370165
4060,129,114.52801894238337
4061,112,114.82951854775047
4062,151,115.13101815311734
4063,150,115.43251775848444
4064,141,115.73401736385154
4065,137,116.0355169692184
4066,154,116.3370165745855
4067,130,116.63851617995238
4068,121,116.94001578531947
4069,133,117.24151539068657
4070,159,117.54301499605344
4071,129,117.84451460142054
4072,149,118.14601420678741
4073,150,118.44751381215451
4074,129,118.74901341752161
4075,140,119.05051302288848
4076,157,119.35201262825558
4077,153,119.65351223362245
4078,135,119.95501183898955
4079,154,120.25651144435665
4080,129,120.55801104972352
4081,142,120.85951065509062
4082,137,121.16101026045772
4083,121,121.46250986582459
4084,135,121.76400947119168
4085,165,122.06550907655856
4086,138,122.36700868192565
4087,130,122.66850828729275
4088,136,122.97000789265962
4089,128,123.27150749802672
4090,150,123.57300710339359
4091,126,123.87450670876069
4092,136,124.17600631412779
4093,122,124.47750591949466
4094,141,124.77900552486176
4095,112,125.08050513022863
4096,140,125.38200473559573
4097,129,125.68350434096283
4098,130,125.9850039463297
4099,131,126.2865035516968
4100,139,126.58800315706367
4101,145,126.88950276243077
4102,121,127.19100236779786
4103,120,127.49250197316474
4104,136,127.79400157853183
4105,152,128.0955011838987
4106,145,128.3970007892658
4107,115,128.6985003946329
4108,148,128.99999999999977
4109,144,129.30149960536687
4110,136,129.60299921073374
4111,132,129.90449881610084
4112,138,130.20599842146794
4113,149,130.5074980268348
4114,114,130.8089976322019
4115,156,131.110497237569
4116,119,131.41199684293588
4117,129,131.71349644830298
4118,112,132.01499605366985
4119,136,132.31649565903695
4120,136,132.61799526440404
4121,122,132.91949486977092
4122,122,133.220994475138
4123,118,133.52249408050488
4124,121,133.82399368587198
4125,114,134.12549329123908
4126,118,134.42699289660595
4127,131,134.72849250197305
4128,131,135.02999210733992
4129,113,135.33149171270702
4130,121,135.63299131807412
4131,117,135.934490923441
4132,111,136.2359905288081
4133,133,136.53749013417496
4134,111,136.83898973954206
4135,125,137.14048934490916
4136,101,137.44198895027603
4137,128,137.74348855564313
4138,126,138.04498816101
4139,118,138.3464877663771
4140,113,138.6479873717442
4141,117,138.94948697711106
4142,129,139.25098658247816
4143,123,139.55248618784503
4144,125,139.85398579321213
4145,114,140.15548539857923
4146,119,140.4569850039461
4147,109,140.7584846093132
4148,123,141.05998421468007
4149,113,141.36148382004717
4150,124,141.66298342541427
4151,131,141.96448303078114
4152,124,142.26598263614824
4153,145,142.56748224151534
4154,123,142.8689818468822
4155,134,143.1704814522493
4156,126,143.47198105761618
4157,96,143.77348066298327
4158,120,144.07498026835037
4159,113,144.37647987371724
4160,128,144.67797947908434
4161,118,144.9794790844512
4162,93,145.2809786898183
4163,108,145.5824782951854
4164,115,145.88397790055228
4165,130,146.18547750591938
4166,131,146.48697711128625
4167,129,146.78847671665335
4168,127,147.08997632202045
4169,119,147.39147592738732
4170,93,147.69297553275442
4171,114,147.9944751381213
4172,121,148.2959747434884
4173,129,148.59747434885549
4174,109,148.89897395422236
4175,116,149.20047355958945
4176,121,149.50197316495633
4177,103,149.80347277032342
4178,113,150.10497237569052
4179,129,150.4064719810574
4180,114,150.7079715864245
4181,116,151.00947119179136
4182,106,151.31097079715846
4183,120,151.61247040252556
4184,124,151.91397000789243
4185,111,152.21546961325953
4186,117,152.5169692186264
4187,129,152.8184688239935
4188,94,153.1199684293606
4189,119,153.42146803472747
4190,114,153.72296764009457
4191,124,154.02446724546166
4192,121,154.32596685082854
4193,100,154.62746645619563
4194,108,154.9289660615625
4195,117,155.2304656669296
4196,107,155.5319652722967
4197,100,155.83346487766357
4198,117,156.13496448303067
4199,104,156.43646408839754
4200,129,156.73796369376464
4201,111,157.03946329913174
4202,113,157.3409629044986
4203,100,157.6424625098657
4204,114,157.94396211523258
4205,98,158.24546172059968
4206,109,158.54696132596678
4207,116,158.84846093133365
4208,119,159.14996053670075
4209,91,159.45146014206762
4210,126,159.75295974743472
4211,121,160.0544593528018
4212,124,160.35595895816869
4213,109,160.65745856353578
4214,130,160.95895816890265
4215,114,161.26045777426975
4216,99,161.56195737963685
4217,109,161.86345698500372
4218,113,162.16495659037082
4219,116,162.4664561957377
4220,114,162.7679558011048
4221,119,163.0694554064719
4222,116,163.37095501183876
4223,95,163.67245461720586
4224,112,163.97395422257296
4225,105,164.27545382793983
4226,108,164.57695343330693
4227,102,164.8784530386738
4228,127,165.1799526440409
4229,93,165.481452249408
4230,105,165.78295185477486
4231,94,166.08445146014196
4232,134,166.38595106550883
4233,116,166.68745067087593
4234,122,166.98895027624303
4235,107,167.2904498816099
4236,99,167.591949486977
4237,112,167.89344909234387
4238,126,168.19494869771097
4239,108,168.49644830307807
4240,97,168.79794790844494
4241,111,169.09944751381204
4242,97,169.4009471191789
4243,121,169.702446724546
4244,94,170.0039463299131
4245,106,170.30544593527998
4246,106,170.60694554064708
4247,98,170.90844514601395
4248,94,171.20994475138104
4249,118,171.51144435674814
4250,107,171.812943962115
4251,103,172.1144435674821
4252,88,172.41594317284898
4253,97,172.71744277821608
4254,89,173.01894238358318
4255,112,173.32044198895005
4256,101,173.62194159431715
4257,99,173.92344119968402
4258,96,174.22494080505112
4259,110,174.52644041041822
4260,104,174.8279400157851
4261,99,175.1294396211522
4262,105,175.43093922651929
4263,92,175.73243883188616
4264,88,176.03393843725325
4265,97,176.33543804262013
4266,106,176.63693764798722
4267,102,176.93843725335432
4268,119,177.2399368587212
4269,90,177.5414364640883
4270,98,177.84293606945516
4271,92,178.14443567482226
4272,82,178.44593528018936
4273,106,178.74743488555623
4274,105,179.04893449092333
4275,104,179.3504340962902
4276,125,179.6519337016573
4277,112,179.9534333070244
4278,116,180.25493291239127
4279,115,180.55643251775837
4280,103,180.85793212312524
4281,107,181.15943172849234
4282,88,181.46093133385943
4283,103,181.7624309392263
4284,100,182.0639305445934
4285,113,182.36543014996028
4286,102,182.66692975532737
4287,132,182.96842936069447
4288,98,183.26992896606134
4289,116,183.57142857142844
4290,111,183.8729281767953
4291,106,184.1744277821624
4292,106,184.4759273875295
4293,102,184.77742699289638
4294,113,185.07892659826348
4295,92,185.38042620363035
4296,92,185.68192580899745
4297,104,185.98342541436455
4298,103,186.28492501973142
4299,101,186.58642462509852
4300,117,186.88792423046561
4301,106,187.18942383583249
4302,106,187.49092344119958
4303,116,187.79242304656646
4304,94,188.09392265193355
4305,110,188.39542225730065
4306,107,188.69692186266752
4307,102,188.99842146803462
4308,95,189.2999210734015
4309,97,189.6014206787686
4310,89,189.9029202841357
4311,89,190.20441988950256
4312,94,190.50591949486966
4313,110,190.80741910023653
4314,101,191.10891870560363
4315,100,191.41041831097073
4316,103,191.7119179163376
4317,93,192.0134175217047
4318,103,192.31491712707157
4319,105,192.61641673243867
4320,112,192.91791633780576
4321,87,193.21941594317263
4322,105,193.52091554853973
4323,100,193.8224151539066
4324,106,194.1239147592737
4325,107,194.4254143646408
4326,103,194.72691397000767
4327,101,195.02841357537477
4328,92,195.32991318074164
4329,104,195.63141278610874
4330,101,195.93291239147584
4331,110,196.2344119968427
4332,100,196.5359116022098
4333,89,196.83741120757668
4334,99,197.13891081294378
4335,98,197.44041041831088
4336,96,197.74191002367775
4337,88,198.04340962904485
4338,99,198.34490923441194
4339,99,198.64640883977881
4340,82,198.9479084451459
4341,101,199.24940805051278
4342,99,199.55090765587988
4343,97,199.85240726124698
4344,101,200.15390686661385
4345,94,200.45540647198095
4346,95,200.75690607734782
4347,104,201.05840568271492
4348,86,201.35990528808202
4349,99,201.6614048934489
4350,96,201.962904498816
4351,120,202.26440410418286
4352,85,202.56590370954996
4353,108,202.86740331491706
4354,95,203.16890292028393
4355,94,203.47040252565102
4356,76,203.7719021310179
4357,102,204.073401736385
4358,96,204.3749013417521
4359,98,204.67640094711896
4360,98,204.97790055248606
4361,113,205.27940015785293
4362,94,205.58089976322003
4363,103,205.88239936858713
4364,93,206.183898973954
4365,84,206.4853985793211
4366,113,206.78689818468797
4367,97,207.08839779005507
4368,106,207.38989739542217
4369,95,207.69139700078904
4370,80,207.99289660615614
4371,77,208.29439621152324
4372,91,208.5958958168901
4373,110,208.8973954222572
4374,84,209.19889502762408
4375,75,209.50039463299117
4376,95,209.80189423835827
4377,109,210.10339384372514
4378,94,210.40489344909224
4379,102,210.7063930544591
4380,106,211.0078926598262
4381,108,211.3093922651933
4382,101,211.61089187056018
4383,100,211.91239147592728
4384,92,212.21389108129415
4385,103,212.51539068666125
4386,115,212.81689029202835
4387,103,213.11838989739522
4388,102,213.41988950276232
4389,98,213.7213891081292
4390,96,214.0228887134963
4391,100,214.32438831886338
4392,95,214.62588792423026
4393,94,214.92738752959735
4394,112,215.22888713496422
4395,97,215.53038674033132
4396,71,215.83188634569842
4397,90,216.1333859510653
4398,95,216.4348855564324
4399,97,216.73638516179926
4400,93,217.03788476716636
4401,72,217.33938437253346
4402,89,217.64088397790033
4403,88,217.94238358326743
4404,103,218.2438831886343
4405,91,218.5453827940014
4406,96,218.8468823993685
4407,106,219.14838200473537
4408,95,219.44988161010247
4409,90,219.75138121546956
4410,98,220.05288082083644
4411,92,220.35438042620353
4412,92,220.6558800315704
4413,89,220.9573796369375
4414,104,221.2588792423046
4415,98,221.56037884767147
4416,84,221.86187845303857
4417,88,222.16337805840544
4418,91,222.46487766377254
4419,90,222.76637726913964
4420,89,223.0678768745065
4421,83,223.3693764798736
4422,91,223.67087608524048
4423,106,223.97237569060758
4424,93,224.27387529597468
4425,96,224.57537490134155
4426,106,224.87687450670865
4427,84,225.17837411207552
4428,74,225.47987371744262
4429,100,225.7813733228097
4430,79,226.08287292817658
4431,98,226.38437253354368
4432,93,226.68587213891055
4433,79,226.98737174427765
4434,83,227.28887134964475
4435,82,227.59037095501162
4436,102,227.89187056037872
4437,91,228.1933701657456
4438,89,228.4948697711127
4439,87,228.7963693764798
4440,90,229.09786898184666
4441,90,229.39936858721376
4442,96,229.70086819258063
4443,100,230.00236779794773
4444,79,230.30386740331483
4445,92,230.6053670086817
4446,98,230.9068666140488
4447,92,231.2083662194159
4448,97,231.50986582478276
4449,86,231.81136543014986
4450,76,232.11286503551673
4451,97,232.41436464088383
4452,83,232.71586424625093
4453,78,233.0173638516178
4454,79,233.3188634569849
4455,86,233.62036306235177
4456,91,233.92186266771887
4457,93,234.22336227308597
4458,95,234.52486187845284
4459,89,234.82636148381994
4460,81,235.1278610891868
4461,90,235.4293606945539
4462,92,235.730860299921
4463,78,236.03235990528788
4464,82,236.33385951065497
4465,93,236.63535911602185
4466,93,236.93685872138894
4467,81,237.23835832675604
4468,88,237.5398579321229
4469,99,237.84135753749
4470,92,238.14285714285688
4471,112,238.44435674822398
4472,99,238.74585635359108
4473,83,239.04735595895795
4474,86,239.34885556432505
4475,84,239.65035516969192
4476,78,239.95185477505902
4477,75,240.25335438042612
4478,71,240.554853985793
4479,97,240.8563535911601
4480,92,241.15785319652696
4481,100,241.45935280189406
4482,89,241.76085240726115
4483,83,242.06235201262803
4484,80,242.36385161799512
4485,93,242.66535122336222
4486,70,242.9668508287291
4487,87,243.2683504340962
4488,100,243.56985003946306
4489,100,243.87134964483016
4490,76,244.17284925019726
4491,83,244.47434885556413
4492,72,244.77584846093123
4493,90,245.0773480662981
4494,93,245.3788476716652
4495,78,245.6803472770323
4496,96,245.98184688239917
4497,85,246.28334648776627
4498,103,246.58484609313314
4499,90,246.88634569850024
4500,76,247.18784530386733
4501,82,247.4893449092342
4502,94,247.7908445146013
4503,90,248.09234411996817
4504,83,248.39384372533527
4505,101,248.69534333070237
4506,87,248.99684293606924
4507,93,249.29834254143634
4508,66,249.5998421468032
4509,80,249.9013417521703
4510,74,250.2028413575374
4511,103,250.50434096290428
4512,93,250.80584056827138
4513,89,251.10734017363825
4514,107,251.40883977900535
4515,87,251.71033938437245
4516,85,252.01183898973932
4517,85,252.31333859510642
4518,77,252.6148382004735
4519,83,252.91633780584039
4520,85,253.21783741120748
4521,87,253.51933701657435
4522,70,253.82083662194145
4523,99,254.12233622730855
4524,71,254.42383583267542
4525,100,254.72533543804252
4526,82,255.0268350434094
4527,86,255.3283346487765
4528,83,255.6298342541436
4529,101,255.93133385951046
4530,89,256.23283346487756
4531,76,256.53433307024443
4532,75,256.8358326756115
4533,91,257.1373322809786
4534,81,257.4388318863455
4535,87,257.7403314917126
4536,98,258.04183109707947
4537,101,258.34333070244656
4538,98,258.64483030781366
4539,83,258.94632991318053
4540,81,259.24782951854763
4541,98,259.5493291239145
4542,91,259.8508287292816
4543,90,260.1523283346487
4544,83,260.4538279400156
4545,81,260.75532754538267
4546,89,261.05682715074954
4547,97,261.35832675611664
4548,73,261.65982636148374
4549,90,261.9613259668506
4550,92,262.2628255722177
4551,77,262.5643251775846
4552,89,262.8658247829517
4553,75,263.1673243883188
4554,69,263.46882399368565
4555,89,263.77032359905274
4556,79,264.07182320441984
4557,83,264.3733228097867
4558,77,264.6748224151538
4559,75,264.9763220205207
4560,93,265.2778216258878
4561,86,265.5793212312549
4562,77,265.88082083662175
4563,82,266.18232044198885
4564,79,266.4838200473557
4565,90,266.7853196527228
4566,89,267.0868192580899
4567,92,267.3883188634568
4568,84,267.6898184688239
4569,93,267.99131807419076
4570,85,268.29281767955786
4571,86,268.59431728492495
4572,84,268.8958168902918
4573,90,269.1973164956589
4574,73,269.4988161010258
4575,91,269.8003157063929
4576,80,270.10181531176
4577,76,270.40331491712686
4578,82,270.70481452249396
4579,83,271.00631412786083
4580,71,271.30781373322793
4581,93,271.60931333859503
4582,89,271.9108129439619
4583,85,272.212312549329
4584,83,272.51381215469587
4585,78,272.81531176006297
4586,84,273.11681136543007
4587,84,273.41831097079694
4588,88,273.71981057616404
4589,86,274.0213101815309
4590,76,274.322809786898
4591,75,274.6243093922651
4592,86,274.925808997632
4593,66,275.2273086029991
4594,98,275.5288082083662
4595,82,275.83030781373304
4596,77,276.13180741910014
4597,88,276.433307024467
4598,83,276.7348066298341
4599,69,277.0363062352012
4600,97,277.3378058405681
4601,79,277.6393054459352
4602,86,277.94080505130205
4603,80,278.24230465666915
4604,83,278.54380426203625
4605,88,278.8453038674031
4606,88,279.1468034727702
4607,109,279.4483030781371
4608,71,279.7498026835042
4609,88,280.0513022888713
4610,77,280.35280189423816
4611,84,280.65430149960525
4612,95,280.9558011049721
4613,84,281.2573007103392
4614,107,281.5588003157063
4615,81,281.8602999210732
4616,85,282.1617995264403
4617,103,282.46329913180716
4618,82,282.76479873717426
4619,72,283.06629834254136
4620,82,283.36779794790823
4621,83,283.6692975532753
4622,90,283.9707971586422
4623,73,284.2722967640093
4624,75,284.5737963693764
4625,69,284.87529597474327
4626,86,285.17679558011037
4627,97,285.47829518547746
4628,100,285.77979479084433
4629,80,286.08129439621143
4630,102,286.3827940015783
4631,72,286.6842936069454
4632,73,286.9857932123125
4633,85,287.2872928176794
4634,79,287.58879242304647
4635,91,287.89029202841334
4636,70,288.19179163378044
4637,91,288.49329123914754
4638,81,288.7947908445144
4639,91,289.0962904498815
4640,78,289.3977900552484
4641,97,289.6992896606155
4642,92,290.0007892659826
4643,96,290.30228887134945
4644,81,290.60378847671655
4645,97,290.9052880820834
4646,90,291.2067876874505
4647,103,291.5082872928176
4648,99,291.8097868981845
4649,91,292.1112865035516
4650,74,292.41278610891845
4651,72,292.71428571428555
4652,93,293.01578531965265
4653,83,293.3172849250195
4654,81,293.6187845303866
4655,69,293.9202841357535
4656,91,294.2217837411206
4657,88,294.5232833464877
4658,78,294.82478295185456
4659,88,295.12628255722166
4660,92,295.4277821625885
4661,112,295.7292817679556
4662,79,296.0307813733227
4663,66,296.3322809786896
4664,94,296.6337805840567
4665,91,296.9352801894238
4666,87,297.23677979479066
4667,90,297.53827940015776
4668,83,297.83977900552463
4669,91,298.14127861089173
4670,80,298.44277821625883
4671,83,298.7442778216257
4672,71,299.0457774269928
4673,81,299.34727703235967
4674,102,299.64877663772677
4675,80,299.95027624309387
4676,88,300.25177584846074
4677,83,300.55327545382784
4678,98,300.8547750591947
4679,80,301.1562746645618
4680,94,301.4577742699289
4681,82,301.7592738752958
4682,83,302.0607734806629
4683,93,302.36227308602975
4684,88,302.66377269139684
4685,75,302.96527229676394
4686,83,303.2667719021308
4687,91,303.5682715074979
4688,90,303.8697711128648
4689,81,304.1712707182319
4690,96,304.472770323599
4691,85,304.77426992896585
4692,85,305.07576953433295
4693,102,305.3772691396998
4694,78,305.6787687450669
4695,102,305.980268350434
4696,73,306.2817679558009
4697,88,306.583267561168
4698,71,306.88476716653486
4699,83,307.18626677190196
4700,90,307.48776637726905
4701,91,307.7892659826359
4702,103,308.090765588003
4703,95,308.3922651933701
4704,83,308.693764798737
4705,102,308.9952644041041
4706,89,309.29676400947096
4707,96,309.59826361483806
4708,94,309.89976322020516
4709,78,310.20126282557203
4710,91,310.50276243093913
4711,97,310.804262036306
4712,90,311.1057616416731
4713,91,311.4072612470402
4714,97,311.70876085240707
4715,92,312.01026045777417
4716,93,312.31176006314104
4717,99,312.61325966850814
4718,99,312.91475927387523
4719,88,313.2162588792421
4720,96,313.5177584846092
4721,95,313.8192580899761
4722,108,314.1207576953432
4723,92,314.42225730071027
4724,74,314.72375690607714
4725,99,315.02525651144424
4726,91,315.3267561168111
4727,82,315.6282557221782
4728,87,315.9297553275453
4729,91,316.2312549329122
4730,117,316.5327545382793
4731,85,316.83425414364615
4732,91,317.13575374901325
4733,101,317.43725335438035
4734,76,317.7387529597472
4735,86,318.0402525651143
4736,89,318.3417521704814
4737,72,318.6432517758483
4738,85,318.9447513812154
4739,87,319.24625098658225
4740,86,319.54775059194935
4741,93,319.84925019731645
4742,78,320.1507498026833
4743,93,320.4522494080504
4744,96,320.7537490134173
4745,103,321.0552486187844
4746,91,321.3567482241515
4747,81,321.65824782951836
4748,101,321.95974743488546
4749,92,322.26124704025233
4750,82,322.5627466456194
4751,79,322.8642462509865
4752,97,323.1657458563534
4753,85,323.4672454617205
4754,97,323.76874506708737
4755,77,324.07024467245446
4756,86,324.37174427782156
4757,101,324.67324388318843
4758,109,324.97474348855553
4759,92,325.2762430939224
4760,92,325.5777426992895
4761,87,325.8792423046566
4762,91,326.18074191002347
4763,98,326.48224151539057
4764,92,326.78374112075744
4765,97,327.08524072612454
4766,101,327.38674033149164
4767,91,327.6882399368585
4768,103,327.9897395422256
4769,95,328.2912391475925
4770,99,328.5927387529596
4771,94,328.8942383583267
4772,91,329.19573796369355
4773,99,329.49723756906064
4774,103,329.79873717442774
4775,96,330.1002367797946
4776,96,330.4017363851617
4777,107,330.7032359905286
4778,93,331.0047355958957
4779,86,331.3062352012628
4780,103,331.60773480662965
4781,88,331.90923441199675
4782,93,332.2107340173636
4783,83,332.5122336227307
4784,83,332.8137332280978
4785,96,333.1152328334647
4786,108,333.4167324388318
4787,83,333.71823204419866
4788,95,334.01973164956576
4789,84,334.32123125493285
4790,96,334.6227308602997
4791,104,334.9242304656668
4792,102,335.2257300710337
4793,87,335.5272296764008
4794,96,335.8287292817679
4795,112,336.13022888713476
4796,104,336.43172849250186
4797,90,336.73322809786873
4798,104,337.03472770323583
4799,118,337.33622730860293
4800,104,337.6377269139698
4801,100,337.9392265193369
4802,97,338.24072612470377
4803,103,338.54222573007087
4804,115,338.84372533543797
4805,98,339.14522494080484
4806,97,339.44672454617194
4807,108,339.7482241515388
4808,114,340.0497237569059
4809,104,340.351223362273
4810,101,340.6527229676399
4811,98,340.954222573007
4812,97,341.25572217837407
4813,104,341.55722178374094
4814,119,341.85872138910804
4815,95,342.1602209944749
4816,106,342.461720599842
4817,93,342.7632202052091
4818,86,343.064719810576
4819,104,343.3662194159431
4820,111,343.66771902130995
4821,80,343.96921862667705
4822,103,344.27071823204415
4823,105,344.572217837411
4824,109,344.8737174427781
4825,109,345.175217048145
4826,102,345.4767166535121
4827,105,345.7782162588792
4828,114,346.07971586424605
4829,87,346.38121546961315
4830,108,346.68271507498
4831,111,346.9842146803471
4832,105,347.2857142857142
4833,100,347.5872138910811
4834,103,347.8887134964482
4835,103,348.19021310181506
4836,108,348.49171270718216
4837,93,348.79321231254926
4838,120,349.09471191791613
4839,107,349.3962115232832
4840,111,349.6977111286501
4841,100,349.9992107340172
4842,102,350.3007103393843
4843,83,350.60220994475117
4844,89,350.90370955011826
4845,108,351.20520915548514
4846,111,351.50670876085223
4847,92,351.80820836621933
4848,111,352.1097079715862
4849,137,352.4112075769533
4850,92,352.7127071823204
4851,103,353.01420678768727
4852,117,353.31570639305437
4853,106,353.61720599842124
4854,111,353.91870560378834
4855,95,354.22020520915544
4856,109,354.5217048145223
4857,120,354.8232044198894
4858,96,355.1247040252563
4859,120,355.4262036306234
4860,123,355.7277032359905
4861,117,356.02920284135735
4862,105,356.33070244672444
4863,117,356.6322020520913
4864,108,356.9337016574584
4865,92,357.2352012628255
4866,100,357.5367008681924
4867,94,357.8382004735595
4868,120,358.13970007892635
4869,114,358.44119968429345
4870,114,358.74269928966055
4871,123,359.0441988950274
4872,117,359.3456985003945
4873,119,359.6471981057614
4874,110,359.9486977111285
4875,100,360.2501973164956
4876,126,360.55169692186246
4877,107,360.85319652722956
4878,135,361.1546961325964
4879,114,361.4561957379635
4880,121,361.7576953433306
4881,121,362.0591949486975
4882,131,362.3606945540646
4883,114,362.6621941594317
4884,124,362.96369376479856
4885,121,363.26519337016566
4886,113,363.56669297553253
4887,125,363.86819258089963
4888,143,364.16969218626673
4889,130,364.4711917916336
4890,89,364.7726913970007
4891,138,365.07419100236757
4892,122,365.37569060773467
4893,102,365.67719021310177
4894,128,365.97868981846864
4895,109,366.28018942383574
4896,119,366.5816890292026
4897,139,366.8831886345697
4898,135,367.1846882399368
4899,105,367.4861878453037
4900,125,367.7876874506708
4901,126,368.08918705603764
4902,135,368.39068666140474
4903,121,368.69218626677184
4904,102,368.9936858721387
4905,122,369.2951854775058
4906,119,369.5966850828727
4907,131,369.8981846882398
4908,114,370.1996842936069
4909,109,370.50118389897375
4910,124,370.80268350434085
4911,127,371.1041831097077
4912,129,371.4056827150748
4913,126,371.7071823204419
4914,128,372.0086819258088
4915,128,372.3101815311759
4916,149,372.61168113654276
4917,120,372.91318074190985
4918,131,373.21468034727695
4919,128,373.5161799526438
4920,135,373.8176795580109
4921,133,374.119179163378
4922,146,374.4206787687449
4923,142,374.722178374112
4924,126,375.02367797947886
4925,125,375.32517758484596
4926,119,375.62667719021306
4927,145,375.92817679557993
4928,142,376.229676400947
4929,146,376.5311760063139
4930,149,376.832675611681
4931,148,377.1341752170481
4932,131,377.43567482241497
4933,135,377.73717442778207
4934,118,378.03867403314894
4935,139,378.34017363851603
4936,114,378.64167324388313
4937,118,378.94317284925
4938,137,379.2446724546171
4939,130,379.546172059984
4940,147,379.8476716653511
4941,144,380.14917127071817
4942,123,380.45067087608504
4943,144,380.75217048145214
4944,136,381.053670086819
4945,131,381.3551696921861
4946,146,381.6566692975532
4947,134,381.9581689029201
4948,141,382.2596685082872
4949,147,382.56116811365405
4950,152,382.86266771902115
4951,164,383.16416732438825
4952,146,383.4656669297551
4953,141,383.7671665351222
4954,146,384.0686661404891
4955,140,384.3701657458562
4956,130,384.6716653512233
4957,164,384.97316495659015
4958,153,385.27466456195725
4959,159,385.57616416732435
4960,137,385.8776637726912
4961,154,386.1791633780583
4962,146,386.4806629834252
4963,149,386.7821625887923
4964,150,387.0836621941594
4965,146,387.38516179952626
4966,163,387.68666140489336
4967,148,387.9881610102602
4968,178,388.2896606156273
4969,160,388.5911602209944
4970,163,388.8926598263613
4971,161,389.1941594317284
4972,164,389.49565903709527
4973,147,389.79715864246236
4974,166,390.09865824782946
4975,167,390.40015785319633
4976,162,390.70165745856343
4977,169,391.0031570639303
4978,154,391.3046566692974
4979,171,391.6061562746645
4980,138,391.90765588003137
4981,193,392.20915548539847
4982,195,392.51065509076534
4983,169,392.81215469613244
4984,161,393.11365430149954
4985,171,393.4151539068664
4986,181,393.7166535122335
4987,180,394.0181531176004
4988,178,394.3196527229675
4989,194,394.6211523283346
4990,171,394.92265193370145
4991,167,395.22415153906854
4992,191,395.5256511444354
4993,170,395.8271507498025
4994,166,396.1286503551696
4995,180,396.4301499605365
4996,178,396.7316495659036
4997,160,397.0331491712707
4998,217,397.33464877663755
4999,183,397.63614838200465
5000,176,397.9376479873715
5001,182,398.2391475927386
5002,176,398.5406471981057
5003,182,398.8421468034726
5004,176,399.1436464088397
5005,212,399.44514601420656
5006,191,399.74664561957366
5007,191,400.04814522494075
5008,178,400.3496448303076
5009,195,400.6511444356747
5010,205,400.9526440410416
5011,201,401.2541436464087
5012,189,401.5556432517758
5013,192,401.85714285714266
5014,204,402.15864246250976
5015,185,402.46014206787663
5016,193,402.76164167324373
5017,199,403.06314127861083
5018,215,403.3646408839777
5019,209,403.6661404893448
5020,234,403.96764009471167
5021,196,404.26913970007877
5022,229,404.57063930544587
5023,212,404.87213891081274
5024,233,405.17363851617984
5025,202,405.4751381215467
5026,215,405.7766377269138
5027,217,406.0781373322809
5028,207,406.3796369376478
5029,209,406.6811365430149
5030,206,406.98263614838197
5031,231,407.28413575374884
5032,227,407.58563535911594
5033,213,407.8871349644828
5034,229,408.1886345698499
5035,210,408.490134175217
5036,235,408.7916337805839
5037,228,409.093133385951
5038,201,409.39463299131785
5039,230,409.69613259668495
5040,229,409.99763220205205
5041,235,410.2991318074189
5042,235,410.600631412786
5043,256,410.9021310181529
5044,243,411.20363062352
5045,231,411.5051302288871
5046,246,411.80662983425395
5047,243,412.10812943962105
5048,265,412.4096290449879
5049,258,412.711128650355
5050,242,413.0126282557221
5051,257,413.314127861089
5052,235,413.6156274664561
5053,257,413.91712707182296
5054,235,414.21862667719006
5055,241,414.52012628255716
5056,269,414.82162588792403
5057,236,415.1231254932911
5058,252,415.424625098658
5059,242,415.7261247040251
5060,269,416.0276243093922
5061,260,416.32912391475907
5062,279,416.63062352012616
5063,253,416.93212312549304
5064,269,417.23362273086013
5065,270,417.53512233622723
5066,285,417.8366219415941
5067,276,418.1381215469612
5068,275,418.4396211523283
5069,272,418.74112075769517
5070,321,419.04262036306227
5071,285,419.34411996842914
5072,295,419.64561957379624
5073,281,419.94711917916334
5074,280,420.2486187845302
5075,288,420.5501183898973
5076,319,420.8516179952642
5077,299,421.1531176006313
5078,299,421.4546172059984
5079,330,421.75611681136525
5080,310,422.05761641673234
5081,295,422.3591160220992
5082,318,422.6606156274663
5083,305,422.9621152328334
5084,313,423.2636148382003
5085,330,423.5651144435674
5086,339,423.86661404893425
5087,312,424.16811365430135
5088,335,424.46961325966845
5089,317,424.7711128650353
