Channel,Count,Energy (keV)
8222,8,1369.3693764798736
8223,12,1369.6708760852407
8224,4,1369.9723756906078
8225,8,1370.2738752959744
8226,11,1370.5753749013415
8227,8,1370.8768745067086
8228,6,1371.1783741120757
8229,12,1371.4798737174428
8230,13,1371.78137332281
8231,12,1372.0828729281766
8232,11,1372.3843725335437
8233,9,1372.6858721389108
8234,8,1372.9873717442779
8235,15,1373.288871349645
8236,13,1373.5903709550116
8237,10,1373.8918705603787
8238,5,1374.1933701657458
8239,13,1374.494869771113
8240,17,1374.79636937648
8241,11,1375.0978689818467
8242,9,1375.3993685872138
8243,11,1375.7008681925809
8244,13,1376.002367797948
8245,15,1376.303867403315
8246,14,1376.6053670086817
8247,9,1376.9068666140488
8248,12,1377.208366219416
8249,5,1377.509865824783
8250,16,1377.81136543015
8251,10,1378.1128650355167
8252,16,1378.4143646408838
8253,13,1378.715864246251
8254,10,1379.017363851618
8255,13,1379.3188634569851
8256,8,1379.6203630623518
8257,14,1379.9218626677189
8258,6,1380.223362273086
8259,6,1380.524861878453
8260,8,1380.8263614838202
8261,16,1381.1278610891868
8262,7,1381.429360694554
8263,7,1381.730860299921
8264,12,1382.032359905288
8265,11,1382.3338595106552
8266,12,1382.6353591160218
8267,12,1382.936858721389
8268,8,1383.238358326756
8269,4,1383.5398579321231
8270,8,1383.8413575374902
8271,9,1384.1428571428569
8272,7,1384.444356748224
8273,5,1384.745856353591
8274,8,1385.0473559589582
8275,8,1385.3488555643253
8276,12,1385.650355169692
8277,4,1385.951854775059
8278,10,1386.2533543804261
8279,5,1386.5548539857932
8280,10,1386.8563535911603
8281,13,1387.157853196527
8282,5,1387.459352801894
8283,10,1387.7608524072612
8284,6,1388.0623520126283
8285,11,1388.3638516179954
8286,11,1388.665351223362
8287,8,1388.966850828729
8288,6,1389.2683504340962
8289,17,1389.5698500394633
8290,6,1389.8713496448304
8291,10,1390.172849250197
8292,10,1390.4743488555641
8293,8,1390.7758484609312
8294,7,1391.0773480662983
8295,8,1391.3788476716654
8296,9,1391.680347277032
8297,7,1391.9818468823992
8298,5,1392.2833464877663
8299,6,1392.5848460931334
8300,8,1392.8863456985005
8301,11,1393.187845303867
8302,13,1393.4893449092342
8303,6,1393.7908445146013
8304,10,1394.0923441199684
8305,5,1394.3938437253355
8306,11,1394.6953433307026
8307,7,1394.9968429360692
8308,7,1395.2983425414363
8309,12,1395.5998421468034
8310,11,1395.9013417521705
8311,9,1396.2028413575376
8312,6,1396.5043409629043
8313,8,1396.8058405682714
8314,10,1397.1073401736385
8315,5,1397.4088397790056
8316,9,1397.7103393843727
8317,3,1398.0118389897393
8318,7,1398.3133385951064
8319,6,1398.6148382004735
8320,10,1398.9163378058406
8321,6,1399.2178374112077
8322,14,1399.5193370165744
8323,5,1399.8208366219415
8324,9,1400.1223362273086
8325,6,1400.4238358326756
8326,9,1400.7253354380427
8327,13,1401.0268350434094
8328,8,1401.3283346487765
8329,8,1401.6298342541436
8330,6,1401.9313338595107
8331,8,1402.2328334648778
8332,7,1402.5343330702444
8333,6,1402.8358326756115
8334,5,1403.1373322809786
8335,10,1403.4388318863457
8336,14,1403.7403314917128
8337,12,1404.0418310970795
8338,7,1404.3433307024466
8339,6,1404.6448303078137
8340,15,1404.9463299131808
8341,8,1405.2478295185479
8342,4,1405.5493291239145
8343,8,1405.8508287292816
8344,4,1406.1523283346487
8345,17,1406.4538279400158
8346,14,1406.755327545383
8347,13,1407.0568271507495
8348,7,1407.3583267561166
8349,5,1407.6598263614837
8350,12,1407.9613259668508
8351,11,1408.262825572218
8352,9,1408.5643251775846
8353,10,1408.8658247829517
8354,3,1409.1673243883188
8355,9,1409.4688239936859
8356,8,1409.770323599053
8357,8,1410.0718232044196
8358,7,1410.3733228097867
8359,10,1410.6748224151538
8360,5,1410.976322020521
8361,19,1411.277821625888
8362,11,1411.5793212312547
8363,11,1411.8808208366218
8364,11,1412.1823204419888
8365,6,1412.483820047356
8366,6,1412.785319652723
8367,13,1413.0868192580897
8368,4,1413.3883188634568
8369,10,1413.689818468824
8370,5,1413.991318074191
8371,8,1414.292817679558
8372,8,1414.5943172849247
8373,5,1414.8958168902918
8374,14,1415.197316495659
8375,9,1415.498816101026
8376,6,1415.8003157063931
8377,8,1416.1018153117602
8378,6,1416.4033149171269
8379,5,1416.704814522494
8380,11,1417.006314127861
8381,4,1417.3078137332282
8382,11,1417.6093133385953
8383,7,1417.910812943962
8384,9,1418.212312549329
8385,13,1418.513812154696
8386,7,1418.8153117600632
8387,13,1419.1168113654303
8388,3,1419.418310970797
8389,4,1419.719810576164
8390,8,1420.0213101815311
8391,4,1420.3228097868982
8392,10,1420.6243093922653
8393,13,1420.925808997632
8394,7,1421.227308602999
8395,8,1421.5288082083662
8396,7,1421.8303078137333
8397,8,1422.1318074191004
8398,7,1422.433307024467
8399,9,1422.734806629834
8400,8,1423.0363062352012
8401,5,1423.3378058405683
8402,8,1423.6393054459354
8403,5,1423.940805051302
8404,8,1424.2423046566691
8405,14,1424.5438042620362
8406,12,1424.8453038674033
8407,7,1425.1468034727704
8408,8,1425.448303078137
8409,10,1425.7498026835042
8410,7,1426.0513022888713
8411,4,1426.3528018942384
8412,6,1426.6543014996055
8413,10,1426.9558011049721
8414,13,1427.2573007103392
8415,14,1427.5588003157063
8416,10,1427.8602999210734
8417,9,1428.1617995264405
8418,6,1428.4632991318072
8419,9,1428.7647987371743
8420,9,1429.0662983425414
8421,8,1429.3677979479085
8422,7,1429.6692975532756
8423,4,1429.9707971586422
8424,14,1430.2722967640093
8425,7,1430.5737963693764
8426,9,1430.8752959747435
8427,10,1431.1767955801106
8428,7,1431.4782951854772
8429,8,1431.7797947908443
8430,3,1432.0812943962114
8431,7,1432.3827940015785
8432,14,1432.6842936069456
8433,7,1432.9857932123123
8434,6,1433.2872928176794
8435,11,1433.5887924230465
8436,9,1433.8902920284136
8437,5,1434.1917916337807
8438,4,1434.4932912391473
8439,7,1434.7947908445144
8440,8,1435.0962904498815
8441,4,1435.3977900552486
8442,12,1435.6992896606157
8443,10,1436.0007892659823
8444,4,1436.3022888713494
8445,11,1436.6037884767165
8446,14,1436.9052880820836
8447,9,1437.2067876874507
8448,4,1437.5082872928178
8449,5,1437.8097868981845
8450,6,1438.1112865035516
8451,6,1438.4127861089187
8452,5,1438.7142857142858
8453,5,1439.0157853196529
8454,11,1439.3172849250195
8455,9,1439.6187845303866
8456,5,1439.9202841357537
8457,4,1440.2217837411208
8458,9,1440.523283346488
8459,8,1440.8247829518546
8460,9,1441.1262825572217
8461,9,1441.4277821625888
8462,3,1441.7292817679559
8463,8,1442.030781373323
8464,5,1442.3322809786896
8465,12,1442.6337805840567
8466,10,1442.9352801894238
8467,5,1443.236779794791
8468,12,1443.538279400158
8469,7,1443.8397790055246
8470,4,1444.1412786108917
8471,9,1444.4427782162588
8472,5,1444.744277821626
8473,10,1445.045777426993
8474,11,1445.3472770323597
8475,7,1445.6487766377268
8476,10,1445.9502762430939
8477,6,1446.251775848461
8478,2,1446.553275453828
8479,8,1446.8547750591947
8480,2,1447.1562746645618
8481,8,1447.457774269929
8482,3,1447.759273875296
8483,11,1448.060773480663
8484,11,1448.3622730860297
8485,7,1448.6637726913968
8486,12,1448.965272296764
8487,8,1449.266771902131
8488,5,1449.5682715074981
8489,9,1449.8697711128648
8490,5,1450.1712707182319
8491,10,1450.472770323599
8492,14,1450.774269928966
8493,8,1451.0757695343332
8494,8,1451.3772691396998
8495,11,1451.678768745067
8496,8,1451.980268350434
8497,8,1452.2817679558011
8498,11,1452.5832675611682
8499,8,1452.8847671665349
8500,12,1453.186266771902
8501,11,1453.487766377269
8502,1,1453.7892659826362
8503,8,1454.0907655880033
8504,5,1454.39226519337
8505,11,1454.693764798737
8506,8,1454.995264404104
8507,7,1455.2967640094712
8508,7,1455.5982636148383
8509,14,1455.899763220205
8510,4,1456.201262825572
8511,11,1456.5027624309391
8512,6,1456.8042620363062
8513,11,1457.1057616416733
8514,12,1457.40726124704
8515,7,1457.708760852407
8516,3,1458.0102604577742
8517,10,1458.3117600631413
8518,11,1458.6132596685084
8519,3,1458.914759273875
8520,9,1459.216258879242
8521,13,1459.5177584846092
8522,12,1459.8192580899763
8523,16,1460.1207576953434
8524,16,1460.4222573007105
8525,11,1460.7237569060771
8526,5,1461.0252565114442
8527,7,1461.3267561168113
8528,9,1461.6282557221784
8529,7,1461.9297553275455
8530,9,1462.2312549329122
8531,3,1462.5327545382793
8532,8,1462.8342541436464
8533,5,1463.1357537490135
8534,11,1463.4372533543806
8535,7,1463.7387529597472
8536,9,1464.0402525651143
8537,4,1464.3417521704814
8538,8,1464.6432517758485
8539,4,1464.9447513812156
8540,6,1465.2462509865823
8541,8,1465.5477505919494
8542,5,1465.8492501973165
8543,6,1466.1507498026835
8544,8,1466.4522494080506
8545,8,1466.7537490134173
8546,11,1467.0552486187844
8547,10,1467.3567482241515
8548,7,1467.6582478295186
8549,4,1467.9597474348857
8550,7,1468.2612470402523
8551,6,1468.5627466456194
8552,9,1468.8642462509865
8553,10,1469.1657458563536
8554,4,1469.4672454617207
8555,8,1469.7687450670874
8556,10,1470.0702446724545
8557,13,1470.3717442778216
8558,3,1470.6732438831887
8559,5,1470.9747434885558
8560,10,1471.2762430939224
8561,7,1471.5777426992895
8562,12,1471.8792423046566
8563,6,1472.1807419100237
8564,6,1472.4822415153908
8565,7,1472.7837411207574
8566,9,1473.0852407261245
8567,8,1473.3867403314916
8568,7,1473.6882399368587
8569,7,1473.9897395422258
8570,5,1474.2912391475925
8571,5,1474.5927387529596
8572,14,1474.8942383583267
8573,8,1475.1957379636938
8574,8,1475.4972375690609
8575,4,1475.7987371744275
8576,13,1476.1002367797946
8577,8,1476.4017363851617
8578,11,1476.7032359905288
8579,8,1477.004735595896
8580,11,1477.3062352012626
8581,7,1477.6077348066297
8582,15,1477.9092344119967
8583,7,1478.2107340173638
8584,9,1478.512233622731
8585,3,1478.8137332280976
8586,11,1479.1152328334647
8587,7,1479.4167324388318
8588,12,1479.7182320441989
8589,12,1480.019731649566
8590,6,1480.3212312549326
8591,6,1480.6227308602997
8592,6,1480.9242304656668
8593,10,1481.225730071034
8594,7,1481.527229676401
8595,12,1481.8287292817681
8596,7,1482.1302288871348
8597,5,1482.4317284925019
8598,5,1482.733228097869
8599,9,1483.034727703236
8600,7,1483.3362273086032
8601,8,1483.6377269139698
8602,8,1483.939226519337
8603,9,1484.240726124704
8604,5,1484.542225730071
8605,9,1484.8437253354382
8606,7,1485.1452249408048
8607,4,1485.446724546172
8608,11,1485.748224151539
8609,8,1486.0497237569061
8610,5,1486.3512233622732
8611,5,1486.6527229676399
8612,9,1486.954222573007
8613,10,1487.255722178374
8614,6,1487.5572217837412
8615,7,1487.8587213891083
8616,8,1488.160220994475
8617,2,1488.461720599842
8618,8,1488.763220205209
8619,10,1489.0647198105762
8620,6,1489.3662194159433
8621,6,1489.66771902131
8622,5,1489.969218626677
8623,4,1490.2707182320441
8624,3,1490.5722178374112
8625,2,1490.8737174427783
8626,9,1491.175217048145
8627,3,1491.476716653512
8628,8,1491.7782162588792
8629,5,1492.0797158642463
8630,12,1492.3812154696134
8631,3,1492.68271507498
8632,7,1492.9842146803471
8633,6,1493.2857142857142
8634,8,1493.5872138910813
8635,6,1493.8887134964484
8636,8,1494.190213101815
8637,6,1494.4917127071822
8638,8,1494.7932123125493
8639,7,1495.0947119179164
8640,7,1495.3962115232835
8641,5,1495.69771112865
8642,8,1495.9992107340172
8643,5,1496.3007103393843
8644,5,1496.6022099447514
8645,10,1496.9037095501185
8646,11,1497.2052091554851
8647,10,1497.5067087608522
8648,4,1497.8082083662193
8649,1,1498.1097079715864
8650,7,1498.4112075769535
8651,6,1498.7127071823202
8652,2,1499.0142067876873
8653,9,1499.3157063930544
8654,6,1499.6172059984215
8655,8,1499.9187056037886
8656,6,1500.2202052091552
8657,10,1500.5217048145223
8658,5,1500.8232044198894
8659,5,1501.1247040252565
8660,9,1501.4262036306236
8661,5,1501.7277032359902
8662,2,1502.0292028413573
8663,5,1502.3307024467244
8664,4,1502.6322020520915
8665,6,1502.9337016574586
8666,11,1503.2352012628253
8667,5,1503.5367008681924
8668,6,1503.8382004735595
8669,5,1504.1397000789266
8670,12,1504.4411996842937
8671,8,1504.7426992896608
8672,6,1505.0441988950274
8673,7,1505.3456985003945
8674,0,1505.6471981057616
8675,7,1505.9486977111287
8676,5,1506.2501973164958
8677,3,1506.5516969218625
8678,4,1506.8531965272296
8679,13,1507.1546961325967
8680,6,1507.4561957379638
8681,8,1507.7576953433309
8682,10,1508.0591949486975
8683,4,1508.3606945540646
8684,6,1508.6621941594317
8685,10,1508.9636937647988
8686,4,1509.265193370166
8687,6,1509.5666929755325
8688,6,1509.8681925808996
8689,6,1510.1696921862667
8690,6,1510.4711917916338
8691,7,1510.772691397001
8692,5,1511.0741910023676
8693,2,1511.3756906077347
8694,5,1511.6771902131018
8695,7,1511.9786898184689
8696,3,1512.280189423836
8697,6,1512.5816890292026
8698,3,1512.8831886345697
8699,5,1513.1846882399368
8700,2,1513.486187845304
8701,3,1513.787687450671
8702,7,1514.0891870560376
8703,5,1514.3906866614047
8704,3,1514.6921862667718
8705,3,1514.993685872139
8706,3,1515.295185477506
8707,9,1515.5966850828727
8708,6,1515.8981846882398
8709,5,1516.1996842936069
8710,0,1516.501183898974
8711,5,1516.802683504341
8712,4,1517.1041831097077
8713,7,1517.4056827150748
8714,3,1517.707182320442
8715,8,1518.008681925809
8716,4,1518.310181531176
8717,5,1518.6116811365428
8718,11,1518.9131807419099
8719,7,1519.214680347277
8720,3,1519.516179952644
8721,5,1519.8176795580112
8722,6,1520.1191791633778
8723,2,1520.420678768745
8724,3,1520.722178374112
8725,6,1521.023677979479
8726,3,1521.3251775848462
8727,2,1521.6266771902128
8728,3,1521.92817679558
8729,5,1522.229676400947
8730,3,1522.5311760063141
8731,8,1522.8326756116812
8732,3,1523.1341752170479
8733,5,1523.435674822415
8734,8,1523.737174427782
8735,4,1524.0386740331492
8736,4,1524.3401736385163
8737,6,1524.641673243883
8738,4,1524.94317284925
8739,4,1525.244672454617
8740,6,1525.5461720599842
8741,2,1525.8476716653513
8742,4,1526.1491712707184
8743,10,1526.450670876085
8744,4,1526.7521704814521
8745,4,1527.0536700868192
8746,10,1527.3551696921863
8747,3,1527.6566692975534
8748,3,1527.95816890292
8749,5,1528.2596685082872
8750,4,1528.5611681136543
8751,4,1528.8626677190214
8752,9,1529.1641673243885
8753,2,1529.4656669297551
8754,3,1529.7671665351222
8755,7,1530.0686661404893
8756,7,1530.3701657458564
8757,2,1530.6716653512235
8758,4,1530.9731649565902
8759,7,1531.2746645619573
8760,7,1531.5761641673244
8761,4,1531.8776637726914
8762,3,1532.1791633780585
8763,3,1532.4806629834252
8764,6,1532.7821625887923
8765,5,1533.0836621941594
8766,5,1533.3851617995265
8767,5,1533.6866614048936
8768,3,1533.9881610102602
8769,6,1534.2896606156273
8770,4,1534.5911602209944
8771,4,1534.8926598263615
8772,3,1535.1941594317286
8773,5,1535.4956590370953
8774,3,1535.7971586424624
8775,8,1536.0986582478295
8776,3,1536.4001578531966
8777,2,1536.7016574585637
8778,4,1537.0031570639303
8779,7,1537.3046566692974
8780,6,1537.6061562746645
8781,6,1537.9076558800316
8782,4,1538.2091554853987
8783,2,1538.5106550907653
8784,4,1538.8121546961324
8785,8,1539.1136543014995
8786,3,1539.4151539068666
8787,2,1539.7166535122337
8788,7,1540.0181531176004
8789,3,1540.3196527229675
8790,4,1540.6211523283346
8791,9,1540.9226519337017
8792,10,1541.2241515390688
8793,5,1541.5256511444354
8794,3,1541.8271507498025
8795,4,1542.1286503551696
8796,6,1542.4301499605367
8797,2,1542.7316495659038
8798,3,1543.0331491712705
8799,4,1543.3346487766376
8800,3,1543.6361483820046
8801,5,1543.9376479873717
8802,4,1544.2391475927388
8803,5,1544.5406471981055
8804,8,1544.8421468034726
8805,2,1545.1436464088397
8806,4,1545.4451460142068
8807,7,1545.7466456195739
8808,4,1546.0481452249405
8809,11,1546.3496448303076
8810,3,1546.6511444356747
8811,0,1546.9526440410418
8812,7,1547.254143646409
8813,3,1547.5556432517756
8814,4,1547.8571428571427
8815,3,1548.1586424625098
8816,6,1548.4601420678769
8817,3,1548.761641673244
8818,4,1549.063141278611
8819,4,1549.3646408839777
8820,2,1549.6661404893448
8821,4,1549.967640094712
8822,6,1550.269139700079
8823,4,1550.570639305446
8824,0,1550.8721389108127
8825,2,1551.1736385161798
8826,5,1551.475138121547
8827,5,1551.776637726914
8828,1,1552.0781373322811
8829,5,1552.3796369376478
8830,4,1552.6811365430149
8831,3,1552.982636148382
8832,5,1553.284135753749
8833,4,1553.5856353591162
8834,5,1553.8871349644828
8835,4,1554.18863456985
8836,4,1554.490134175217
8837,0,1554.791633780584
8838,5,1555.0931333859512
8839,3,1555.3946329913178
8840,8,1555.696132596685
8841,3,1555.997632202052
8842,3,1556.2991318074191
8843,0,1556.6006314127862
8844,3,1556.9021310181529
8845,3,1557.20363062352
8846,1,1557.505130228887
8847,3,1557.8066298342542
8848,4,1558.1081294396213
8849,4,1558.409629044988
8850,1,1558.711128650355
8851,6,1559.0126282557221
8852,3,1559.3141278610892
8853,4,1559.6156274664563
8854,4,1559.917127071823
8855,2,1560.21862667719
8856,5,1560.5201262825572
8857,2,1560.8216258879243
8858,2,1561.1231254932914
8859,3,1561.424625098658
8860,5,1561.726124704025
8861,5,1562.0276243093922
8862,4,1562.3291239147593
8863,6,1562.6306235201264
8864,3,1562.932123125493
8865,2,1563.2336227308601
8866,3,1563.5351223362272
8867,2,1563.8366219415943
8868,1,1564.1381215469614
8869,8,1564.439621152328
8870,6,1564.7411207576952
8871,3,1565.0426203630623
8872,6,1565.3441199684294
8873,5,1565.6456195737965
8874,1,1565.947119179163
8875,4,1566.2486187845302
8876,5,1566.5501183898973
8877,3,1566.8516179952644
8878,7,1567.1531176006315
8879,3,1567.4546172059981
8880,3,1567.7561168113652
8881,4,1568.0576164167323
8882,8,1568.3591160220994
8883,2,1568.6606156274665
8884,1,1568.9621152328332
8885,3,1569.2636148382003
8886,2,1569.5651144435674
8887,5,1569.8666140489345
8888,4,1570.1681136543016
8889,3,1570.4696132596687
8890,2,1570.7711128650353
8891,2,1571.0726124704024
8892,3,1571.3741120757695
8893,1,1571.6756116811366
8894,5,1571.9771112865037
8895,3,1572.2786108918704
8896,2,1572.5801104972375
8897,4,1572.8816101026046
8898,5,1573.1831097079717
8899,2,1573.4846093133388
8900,1,1573.7861089187054
8901,5,1574.0876085240725
8902,3,1574.3891081294396
8903,1,1574.6906077348067
8904,3,1574.9921073401738
8905,3,1575.2936069455404
8906,2,1575.5951065509075
8907,4,1575.8966061562746
8908,4,1576.1981057616417
8909,2,1576.4996053670088
8910,4,1576.8011049723755
8911,1,1577.1026045777426
8912,3,1577.4041041831097
8913,4,1577.7056037884768
8914,3,1578.0071033938439
8915,3,1578.3086029992105
8916,4,1578.6101026045776
8917,3,1578.9116022099447
8918,1,1579.2131018153118
8919,3,1579.514601420679
8920,2,1579.8161010260455
8921,3,1580.1176006314126
8922,7,1580.4191002367797
8923,2,1580.7205998421468
8924,4,1581.022099447514
8925,2,1581.3235990528806
8926,1,1581.6250986582477
8927,4,1581.9265982636148
8928,2,1582.2280978689819
8929,1,1582.529597474349
8930,2,1582.8310970797156
8931,3,1583.1325966850827
8932,2,1583.4340962904498
8933,3,1583.735595895817
8934,4,1584.037095501184
8935,3,1584.3385951065507
8936,4,1584.6400947119178
8937,1,1584.9415943172849
8938,3,1585.243093922652
8939,3,1585.544593528019
8940,4,1585.8460931333857
8941,1,1586.1475927387528
8942,2,1586.44909234412
8943,5,1586.750591949487
8944,3,1587.052091554854
8945,0,1587.3535911602207
8946,4,1587.6550907655878
8947,5,1587.956590370955
8948,2,1588.258089976322
8949,1,1588.5595895816891
8950,3,1588.8610891870558
8951,3,1589.1625887924229
8952,2,1589.46408839779
8953,1,1589.765588003157
8954,3,1590.0670876085242
8955,2,1590.3685872138908
8956,3,1590.670086819258
8957,3,1590.971586424625
8958,3,1591.273086029992
8959,2,1591.5745856353592
8960,1,1591.8760852407258
8961,4,1592.177584846093
8962,2,1592.47908445146
8963,2,1592.7805840568271
8964,1,1593.0820836621942
8965,0,1593.3835832675613
8966,5,1593.685082872928
8967,8,1593.986582478295
8968,4,1594.2880820836622
8969,2,1594.5895816890293
8970,0,1594.8910812943964
8971,0,1595.192580899763
8972,3,1595.4940805051301
8973,2,1595.7955801104972
8974,4,1596.0970797158643
8975,1,1596.3985793212314
8976,5,1596.700078926598
8977,8,1597.0015785319652
8978,3,1597.3030781373322
8979,2,1597.6045777426993
8980,3,1597.9060773480664
8981,1,1598.207576953433
8982,3,1598.5090765588002
8983,3,1598.8105761641673
8984,3,1599.1120757695344
8985,4,1599.4135753749015
8986,3,1599.7150749802681
8987,3,1600.0165745856352
8988,3,1600.3180741910023
8989,3,1600.6195737963694
8990,3,1600.9210734017365
8991,2,1601.2225730071032
8992,4,1601.5240726124703
8993,3,1601.8255722178374
8994,5,1602.1270718232045
8995,2,1602.4285714285716
8996,5,1602.7300710339382
8997,3,1603.0315706393053
8998,4,1603.3330702446724
8999,2,1603.6345698500395
9000,2,1603.9360694554066
9001,2,1604.2375690607732
9002,6,1604.5390686661403
9003,5,1604.8405682715074
9004,5,1605.1420678768745
9005,3,1605.4435674822416
9006,4,1605.7450670876083
9007,9,1606.0465666929754
9008,2,1606.3480662983425
9009,2,1606.6495659037096
9010,1,1606.9510655090767
9011,1,1607.2525651144433
9012,6,1607.5540647198104
9013,2,1607.8555643251775
9014,1,1608.1570639305446
9015,5,1608.4585635359117
9016,1,1608.7600631412784
9017,3,1609.0615627466454
9018,0,1609.3630623520125
9019,1,1609.6645619573796
9020,2,1609.9660615627467
9021,6,1610.2675611681134
9022,6,1610.5690607734805
9023,1,1610.8705603788476
9024,3,1611.1720599842147
9025,2,1611.4735595895818
9026,6,1611.7750591949484
9027,3,1612.0765588003155
9028,2,1612.3780584056826
9029,3,1612.6795580110497
9030,7,1612.9810576164168
9031,2,1613.2825572217835
9032,0,1613.5840568271506
9033,6,1613.8855564325177
9034,4,1614.1870560378848
9035,3,1614.4885556432519
9036,5,1614.790055248619
9037,9,1615.0915548539856
9038,3,1615.3930544593527
9039,4,1615.6945540647198
9040,1,1615.996053670087
9041,2,1616.297553275454
9042,3,1616.5990528808206
9043,4,1616.9005524861877
9044,2,1617.2020520915548
9045,3,1617.503551696922
9046,4,1617.805051302289
9047,1,1618.1065509076557
9048,5,1618.4080505130228
9049,5,1618.7095501183899
9050,5,1619.011049723757
9051,3,1619.312549329124
9052,3,1619.6140489344907
9053,1,1619.9155485398578
9054,4,1620.217048145225
9055,9,1620.518547750592
9056,4,1620.820047355959
9057,3,1621.1215469613257
9058,4,1621.4230465666928
9059,3,1621.72454617206
9060,3,1622.026045777427
9061,4,1622.3275453827941
9062,3,1622.6290449881608
9063,5,1622.9305445935279
9064,7,1623.232044198895
9065,8,1623.533543804262
9066,9,1623.8350434096292
9067,6,1624.1365430149958
9068,4,1624.438042620363
9069,3,1624.73954222573
9070,2,1625.0410418310971
9071,4,1625.3425414364642
9072,4,1625.6440410418309
9073,5,1625.945540647198
9074,5,1626.247040252565
9075,1,1626.5485398579322
9076,5,1626.8500394632993
9077,6,1627.151539068666
9078,6,1627.453038674033
9079,2,1627.7545382794
9080,5,1628.0560378847672
9081,4,1628.3575374901343
9082,2,1628.659037095501
9083,5,1628.960536700868
9084,6,1629.2620363062351
9085,6,1629.5635359116022
9086,5,1629.8650355169693
9087,4,1630.166535122336
9088,4,1630.468034727703
9089,3,1630.7695343330702
9090,2,1631.0710339384373
9091,1,1631.3725335438044
9092,2,1631.674033149171
9093,2,1631.975532754538
9094,7,1632.2770323599052
9095,4,1632.5785319652723
9096,7,1632.8800315706394
9097,4,1633.181531176006
9098,9,1633.4830307813731
9099,3,1633.7845303867402
9100,6,1634.0860299921073
9101,5,1634.3875295974744
9102,8,1634.689029202841
9103,4,1634.9905288082082
9104,5,1635.2920284135753
9105,7,1635.5935280189424
9106,5,1635.8950276243095
9107,5,1636.1965272296766
9108,5,1636.4980268350432
9109,5,1636.7995264404103
9110,4,1637.1010260457774
9111,4,1637.4025256511445
9112,2,1637.7040252565116
9113,5,1638.0055248618783
9114,5,1638.3070244672454
9115,4,1638.6085240726125
9116,5,1638.9100236779796
9117,5,1639.2115232833467
9118,7,1639.5130228887133
9119,5,1639.8145224940804
9120,6,1640.1160220994475
9121,5,1640.4175217048146
9122,6,1640.7190213101817
9123,6,1641.0205209155483
9124,6,1641.3220205209154
9125,7,1641.6235201262825
9126,7,1641.9250197316496
9127,7,1642.2265193370167
9128,3,1642.5280189423834
9129,2,1642.8295185477505
9130,3,1643.1310181531176
9131,4,1643.4325177584847
9132,6,1643.7340173638518
9133,2,1644.0355169692184
9134,13,1644.3370165745855
9135,5,1644.6385161799526
9136,9,1644.9400157853197
9137,9,1645.2415153906868
9138,7,1645.5430149960534
9139,8,1645.8445146014205
9140,12,1646.1460142067876
9141,3,1646.4475138121547
9142,7,1646.7490134175218
9143,4,1647.0505130228885
9144,6,1647.3520126282556
9145,5,1647.6535122336227
9146,6,1647.9550118389898
9147,2,1648.2565114443569
9148,6,1648.5580110497235
9149,5,1648.8595106550906
9150,2,1649.1610102604577
9151,7,1649.4625098658248
9152,10,1649.764009471192
9153,10,1650.0655090765586
9154,5,1650.3670086819257
9155,5,1650.6685082872928
9156,9,1650.9700078926599
9157,5,1651.271507498027
9158,9,1651.5730071033936
9159,6,1651.8745067087607
9160,5,1652.1760063141278
9161,9,1652.477505919495
9162,7,1652.779005524862
9163,5,1653.0805051302286
9164,4,1653.3820047355957
9165,9,1653.6835043409628
9166,8,1653.98500394633
9167,8,1654.286503551697
9168,4,1654.5880031570637
9169,9,1654.8895027624308
9170,3,1655.1910023677979
9171,6,1655.492501973165
9172,10,1655.794001578532
9173,7,1656.0955011838987
9174,7,1656.3970007892658
9175,4,1656.698500394633
9176,7,1657.0
9177,8,1657.301499605367
9178,6,1657.6029992107337
9179,6,1657.9044988161008
9180,3,1658.205998421468
9181,9,1658.507498026835
9182,14,1658.8089976322021
9183,9,1659.1104972375692
9184,7,1659.4119968429359
9185,12,1659.713496448303
9186,12,1660.01499605367
9187,7,1660.3164956590372
9188,6,1660.6179952644043
9189,4,1660.919494869771
9190,7,1661.220994475138
9191,4,1661.522494080505
9192,3,1661.8239936858722
9193,11,1662.1254932912393
9194,10,1662.426992896606
9195,14,1662.728492501973
9196,13,1663.0299921073401
9197,11,1663.3314917127072
9198,6,1663.6329913180743
9199,11,1663.934490923441
9200,5,1664.235990528808
9201,8,1664.5374901341752
9202,7,1664.8389897395423
9203,6,1665.1404893449094
9204,8,1665.441988950276
9205,6,1665.7434885556431
9206,13,1666.0449881610102
9207,10,1666.3464877663773
9208,6,1666.6479873717444
9209,9,1666.949486977111
9210,12,1667.2509865824782
9211,3,1667.5524861878453
9212,5,1667.8539857932124
9213,7,1668.1554853985795
9214,7,1668.456985003946
9215,7,1668.7584846093132
9216,14,1669.0599842146803
9217,13,1669.3614838200474
9218,9,1669.6629834254145
9219,7,1669.9644830307811
9220,1,1670.2659826361482
9221,6,1670.5674822415153
9222,9,1670.8689818468824
9223,5,1671.1704814522495
9224,9,1671.4719810576162
9225,11,1671.7734806629833
9226,4,1672.0749802683504
9227,10,1672.3764798737175
9228,9,1672.6779794790846
9229,3,1672.9794790844512
9230,6,1673.2809786898183
9231,6,1673.5824782951854
9232,10,1673.8839779005525
9233,5,1674.1854775059196
9234,6,1674.4869771112863
9235,14,1674.7884767166533
9236,4,1675.0899763220204
9237,7,1675.3914759273875
