Time,Count,Energy (keV)
792,1610,-621.22414
793,1687,-620.937138
794,1709,-620.650136
795,1689,-620.363134
796,1736,-620.076132
797,1713,-619.78913
798,1722,-619.502128
799,1683,-619.215126
800,1756,-618.928124
801,1749,-618.641122
802,1727,-618.35412
803,1791,-618.0671179999999
804,1722,-617.780116
805,1789,-617.493114
806,1772,-617.206112
807,1794,-616.91911
808,1837,-616.632108
809,1737,-616.345106
810,1776,-616.058104
811,1821,-615.771102
812,1752,-615.4841
813,1810,-615.197098
814,1745,-614.9100960000001
815,1821,-614.623094
816,1769,-614.336092
817,1850,-614.04909
818,1823,-613.762088
819,1832,-613.475086
820,1814,-613.188084
821,1823,-612.901082
822,1853,-612.6140800000001
823,1873,-612.327078
824,1931,-612.040076
825,1857,-611.753074
826,1828,-611.4660719999999
827,1869,-611.17907
828,1910,-610.892068
829,1833,-610.605066
830,1819,-610.318064
831,1838,-610.031062
832,1860,-609.74406
833,1812,-609.457058
834,1924,-609.170056
835,1857,-608.883054
836,1790,-608.596052
837,1889,-608.3090500000001
838,1834,-608.022048
839,1901,-607.735046
840,1867,-607.448044
841,1874,-607.161042
842,1856,-606.87404
843,1836,-606.587038
844,1882,-606.300036
845,1912,-606.0130340000001
846,1888,-605.726032
847,1787,-605.43903
848,1888,-605.152028
849,1861,-604.865026
850,1835,-604.578024
851,1891,-604.291022
852,1875,-604.00402
853,1864,-603.717018
854,1897,-603.430016
855,1863,-603.143014
856,1888,-602.856012
857,1805,-602.5690099999999
858,1740,-602.282008
859,1825,-601.995006
860,1775,-601.7080040000001
861,1783,-601.421002
862,1843,-601.134
863,1825,-600.846998
864,1858,-600.559996
865,1846,-600.272994
866,1827,-599.985992
867,1795,-599.69899
868,1799,-599.4119880000001
869,1837,-599.124986
870,1729,-598.837984
871,1807,-598.550982
872,1681,-598.26398
873,1807,-597.976978
874,1781,-597.689976
875,1766,-597.402974
876,1781,-597.115972
877,1735,-596.82897
878,1754,-596.541968
879,1715,-596.254966
880,1741,-595.9679639999999
881,1782,-595.680962
882,1770,-595.39396
883,1766,-595.106958
884,1740,-594.819956
885,1714,-594.532954
886,1794,-594.245952
887,1773,-593.95895
888,1770,-593.671948
889,1679,-593.384946
890,1771,-593.097944
891,1713,-592.8109420000001
892,1687,-592.52394
893,1723,-592.236938
894,1733,-591.949936
895,1694,-591.662934
896,1657,-591.375932
897,1623,-591.08893
898,1740,-590.8019280000001
899,1722,-590.5149260000001
900,1669,-590.227924
901,1685,-589.940922
902,1688,-589.65392
903,1639,-589.3669179999999
904,1674,-589.079916
905,1686,-588.792914
906,1664,-588.5059120000001
907,1730,-588.21891
908,1661,-587.931908
909,1664,-587.644906
910,1641,-587.357904
911,1626,-587.0709019999999
912,1713,-586.7839
