Time,Count,Energy (keV)
1074,55,-540.289576
1075,45,-540.002574
1076,38,-539.7155720000001
1077,46,-539.42857
1078,37,-539.141568
1079,34,-538.854566
1080,41,-538.567564
1081,37,-538.280562
1082,33,-537.99356
1083,41,-537.7065580000001
1084,40,-537.4195560000001
1085,29,-537.132554
1086,41,-536.845552
1087,34,-536.55855
1088,45,-536.2715479999999
1089,41,-535.984546
1090,36,-535.697544
1091,33,-535.4105420000001
1092,49,-535.12354
1093,44,-534.836538
1094,37,-534.549536
1095,46,-534.262534
1096,37,-533.9755319999999
1097,28,-533.68853
1098,41,-533.401528
1099,36,-533.1145260000001
1100,36,-532.827524
1101,38,-532.540522
1102,44,-532.25352
1103,40,-531.966518
1104,29,-531.679516
1105,39,-531.392514
1106,31,-531.1055120000001
1107,39,-530.8185100000001
1108,31,-530.531508
1109,39,-530.244506
1110,44,-529.957504
1111,31,-529.6705019999999
1112,38,-529.3835
1113,37,-529.096498
1114,49,-528.8094960000001
1115,43,-528.522494
1116,31,-528.235492
1117,22,-527.94849
1118,35,-527.661488
1119,39,-527.3744859999999
1120,44,-527.087484
1121,32,-526.800482
1122,47,-526.5134800000001
1123,25,-526.226478
1124,36,-525.939476
1125,25,-525.652474
1126,50,-525.365472
1127,41,-525.07847
1128,33,-524.791468
1129,30,-524.5044660000001
1130,28,-524.2174640000001
1131,32,-523.930462
1132,30,-523.64346
1133,31,-523.356458
1134,41,-523.069456
1135,48,-522.782454
1136,43,-522.495452
1137,41,-522.2084500000001
1138,25,-521.921448
1139,33,-521.634446
1140,34,-521.347444
1141,33,-521.060442
1142,39,-520.7734399999999
1143,28,-520.486438
1144,32,-520.199436
1145,31,-519.9124340000001
1146,33,-519.625432
1147,34,-519.33843
1148,55,-519.051428
1149,36,-518.764426
1150,39,-518.4774239999999
1151,31,-518.190422
1152,27,-517.90342
1153,28,-517.6164180000001
1154,25,-517.329416
1155,45,-517.042414
1156,33,-516.755412
1157,45,-516.46841
1158,28,-516.181408
1159,25,-515.894406
1160,42,-515.6074040000001
1161,41,-515.3204020000001
1162,31,-515.0334
1163,34,-514.746398
1164,35,-514.459396
1165,33,-514.1723939999999
1166,39,-513.885392
1167,31,-513.59839
1168,34,-513.3113880000001
1169,51,-513.024386
1170,29,-512.737384
1171,26,-512.450382
1172,27,-512.16338
1173,37,-511.876378
1174,42,-511.589376
1175,38,-511.302374
1176,31,-511.015372
1177,33,-510.72837
1178,37,-510.441368
1179,38,-510.15436600000004
1180,34,-509.867364
1181,34,-509.58036200000004
1182,30,-509.29336
1183,35,-509.00635800000003
1184,39,-508.719356
1185,20,-508.43235400000003
1186,39,-508.145352
1187,53,-507.85835000000003
1188,27,-507.571348
1189,37,-507.284346
1190,29,-506.997344
1191,24,-506.710342
1192,37,-506.42334
1193,33,-506.136338
1194,42,-505.849336
1195,29,-505.562334
1196,30,-505.275332
1197,34,-504.98833
1198,34,-504.701328
1199,30,-504.414326
1200,48,-504.127324
1201,47,-503.840322
1202,34,-503.55332
1203,31,-503.266318
1204,25,-502.97931600000004
1205,24,-502.692314
1206,29,-502.40531200000004
1207,30,-502.11831
1208,39,-501.83130800000004
1209,27,-501.544306
1210,34,-501.25730400000003
1211,34,-500.970302
1212,25,-500.68330000000003
1213,24,-500.396298
1214,27,-500.10929600000003
1215,38,-499.822294
1216,35,-499.535292
1217,30,-499.24829
1218,32,-498.961288
1219,42,-498.674286
1220,35,-498.387284
1221,41,-498.100282
1222,42,-497.81328
1223,26,-497.526278
1224,31,-497.239276
1225,35,-496.952274
1226,23,-496.665272
1227,22,-496.37827
1228,34,-496.091268
1229,25,-495.80426600000004
1230,32,-495.517264
1231,31,-495.23026200000004
1232,29,-494.94326
1233,35,-494.65625800000004
1234,33,-494.369256
1235,30,-494.08225400000003
1236,41,-493.795252
1237,24,-493.50825000000003
1238,21,-493.221248
1239,41,-492.93424600000003
1240,29,-492.647244
1241,28,-492.360242
1242,35,-492.07324
1243,27,-491.786238
1244,36,-491.499236
1245,26,-491.212234
1246,32,-490.925232
1247,24,-490.63823
1248,41,-490.351228
1249,35,-490.064226
1250,30,-489.777224
1251,32,-489.490222
1252,24,-489.20322
1253,34,-488.916218
1254,29,-488.629216
1255,37,-488.342214
1256,31,-488.05521200000004
1257,38,-487.76821
1258,27,-487.48120800000004
1259,34,-487.194206
1260,24,-486.90720400000004
1261,40,-486.620202
1262,29,-486.33320000000003
1263,36,-486.046198
1264,43,-485.75919600000003
1265,30,-485.472194
1266,31,-485.18519200000003
1267,36,-484.89819
1268,29,-484.611188
1269,33,-484.324186
1270,33,-484.037184
1271,25,-483.750182
